,article,av_views,month,q_wikidata,year
1167,磚紅非洲脂鯉,0.0,3,Q2249581,2023
1168,厚身擬鱥,0.09090909090909091,3,Q2236132,2023
1169,坦噶尼喀甲棱鯡,0.047619047619047616,3,Q3040487,2023
1170,小齒湖鯡,0.2692307692307692,3,Q1642299,2023
1171,微非洲脂鯉,0.0,3,Q3318830,2023
1172,紅胸非洲脂鯉,0.0,3,Q3318747,2023
1173,薩氏非洲脂鯉,0.05263157894736842,3,Q3318339,2023
1174,鱗翅口孵非鯽,0.2,3,Q1940926,2023
1175,賴因氏魮,0.14285714285714285,3,Q1304419,2023
1176,斯氏小鮭脂鯉,0.4117647058823529,3,Q3318224,2023
1177,利氏紋鮭脂鯉,0.06666666666666667,3,Q3317304,2023
1178,坦干伊喀湖耀鯰,0.05263157894736842,3,Q3319231,2023
1179,奧氏鬍鯰,0.05,3,Q3232130,2023
1180,奧赫里德鰍,0.0,3,Q5138918,2023
1181,無足祕鱂,0.05,3,Q3232925,2023
1182,澤生擬鯉,0.05263157894736842,3,Q2236235,2023
1183,沃氏鬍鯰,0.058823529411764705,3,Q3751861,2023
1184,脂鰭鬍鯰,0.06666666666666667,3,Q3232138,2023
1185,坦噶尼喀鯰,0.06666666666666667,3,Q2233229,2023
1186,短線金鱨,0.1875,3,Q3754982,2023
1187,巨深鱨,0.08333333333333333,3,Q3318856,2023
1188,格氏深鱨,0.0,3,Q4869150,2023
1189,平頭深鱨,0.4166666666666667,3,Q3320359,2023
1190,斯氏深鱨,0.0,3,Q3318981,2023
1191,利棘脊鱨,0.0,3,Q3318210,2023
1192,短棘脊鱨,0.08333333333333333,3,Q3318181,2023
1193,圓尾脊鱨,0.0,3,Q3317938,2023
1194,絲條葉紋鱨,0.0,3,Q3317653,2023
1195,葉紋鱨,0.2903225806451613,3,Q3753827,2023
1196,彼氏複齒脂鯉,0.0,3,Q1940260,2023
1197,魯菲吉複齒脂鯉,0.0,3,Q1940231,2023
1198,費氏鰍,0.0,3,Q2212961,2023
1199,異尾盤唇鱨,0.09090909090909091,3,Q3318952,2023
1200,狄肯盤唇鱨,0.0,3,Q1940200,2023
1201,勒非盤唇鱨,0.3333333333333333,3,Q3232018,2023
1202,利氏刺鯿,0.17391304347826086,3,Q1992544,2023
1203,盧安達盤唇鱨,0.07142857142857142,3,Q954127,2023
1204,希臘魮,0.25,3,Q2839006,2023
1205,阿氏歧鬚鮠,0.0,3,Q3317456,2023
1206,德胡氏歧鬚鮠,0.0,3,Q3317097,2023
1207,顆粒歧鬚鮠,0.14285714285714285,3,Q3764159,2023
1208,東方擬鱥,0.14285714285714285,3,Q3235646,2023
1209,大目歧鬚鮠,0.5,3,Q3317587,2023
1210,馬氏歧鬚鮠,0.0,3,Q3317282,2023
1211,密點歧鬚鮠,0.5925925925925926,3,Q606358,2023
1212,近黑歧鬚鮠,0.0,3,Q589693,2023
1213,岩歧鬚鮠,0.42857142857142855,3,Q140281,2023
1214,波氏歧鬚鮠,0.0,3,Q3317293,2023
1215,魯安歧鬚鮠,0.0,3,Q3317504,2023
1216,魯誇湖歧鬚鮠,0.0,3,Q3316635,2023
1217,類犬魮,0.10526315789473684,3,Q3753013,2023
1218,維多利亞歧鬚鮠,0.0,3,Q3316989,2023
1219,長絲熱帶錫鯰,0.0,3,Q3233632,2023
1220,路庫瑪雅羅魚,0.1875,3,Q2723384,2023
1221,達爾馬鰍,0.0,3,Q5138915,2023
1222,土耳其鰍,0.16666666666666666,3,Q3318798,2023
1223,窄體尖吻鱸,0.5263157894736842,3,Q141057,2023
1224,長棘尖吻鱸,0.3125,3,Q5499848,2023
1225,大眼尖吻鱸,0.29411764705882354,3,Q5234843,2023
1226,海尖吻鱸,0.38461538461538464,3,Q4906831,2023
1227,小鱗尖吻鱸,0.625,3,Q5235186,2023
1228,斑條鰍,0.0,3,Q2703003,2023
1229,斯氏尖吻鱸,0.34615384615384615,3,Q5235171,2023
1230,奈氏歧鬚鮠,0.15,3,Q512209,2023
1231,小鱗馬口波魚,0.11764705882352941,3,Q2697181,2023
1232,小頭馬口波魚,0.05263157894736842,3,Q2236063,2023
1233,扁鰭平鰭鮠,0.0,3,Q3318956,2023
1234,長鬚深水鬍鯰,0.0625,3,Q3232493,2023
1235,圓深水鬍鯰,0.14285714285714285,3,Q3232043,2023
1236,寬齒深水鬍鯰,0.2,3,Q3768236,2023
1237,蕨鬚深水鬍鯰,0.1875,3,Q3232473,2023
1238,沃氏深水鬍鯰,0.1111111111111111,3,Q3232102,2023
1239,圍鰓深水鬍鯰,0.42105263157894735,3,Q2232796,2023
1240,南鱨,0.16,3,Q3757658,2023
1241,贊氏鰍,0.0,3,Q2735896,2023
1242,博氏奈沙麗魚,0.0,3,Q5846283,2023
1243,博氏槳鰭麗魚,0.7619047619047619,3,Q3435366,2023
1244,金槳鰭麗魚,0.0,3,Q3318921,2023
1245,黑翼槳鰭麗魚,0.0,3,Q1940973,2023
1246,吉氏槳鰭麗魚,0.0,3,Q3318849,2023
1247,艾利斯槳鰭麗魚,0.0,3,Q3318963,2023
1248,傑氏槳鰭麗魚,0.0,3,Q1940212,2023
1249,本氏槳鰭麗魚,0.0,3,Q6428162,2023
1250,洛氏槳鰭麗魚,0.07142857142857142,3,Q3318646,2023
1251,側點槳鰭麗魚,0.21052631578947367,3,Q3319183,2023
1252,似側點槳鰭麗魚,0.0,3,Q3318561,2023
1253,原口奈沙麗魚,0.3,3,Q3320388,2023
1254,四斑槳鰭麗魚,0.0,3,Q3318638,2023
1255,屈氏槳鰭麗魚,0.0625,3,Q138551,2023
1256,三斑槳鰭麗魚,0.21428571428571427,3,Q2212733,2023
1257,維氏槳鰭麗魚,0.0,3,Q3318628,2023
1258,維京槳鰭麗魚,0.0,3,Q3318617,2023
1259,大肩高身麗魚,0.1,3,Q2702198,2023
1260,深水高身麗魚,0.2222222222222222,3,Q2840443,2023
1261,真唇麗魚,0.0625,3,Q2698800,2023
1262,厚唇非鯽,0.045454545454545456,3,Q929129,2023
1263,條紋瞳麗魚,0.0,3,Q2699394,2023
1264,希拉瞳麗魚,0.0,3,Q2700776,2023
1265,林氏雨麗魚,0.23529411764705882,3,Q1755626,2023
1266,棕條雨麗魚,0.0,3,Q1755895,2023
1267,多點雨麗魚,0.32,3,Q1636940,2023
1268,愛神雨麗魚,0.44,3,Q138905,2023
1269,基維恐怖麗魚,0.05263157894736842,3,Q3318555,2023
1270,扁頭恐怖麗魚,0.3333333333333333,3,Q1931344,2023
1271,縱帶恐怖麗魚,0.034482758620689655,3,Q3318527,2023
1272,細條恐怖麗魚,0.14285714285714285,3,Q3318590,2023
1273,中間櫛咽麗魚,0.0,3,Q2701301,2023
1274,耀櫛咽麗魚,0.08333333333333333,3,Q3318581,2023
1275,繡色櫛咽麗魚,0.0,3,Q3318519,2023
1276,斑唇鱷麗魚,0.10526315789473684,3,Q3320344,2023
1277,斜齒杯口麗魚,0.0,3,Q2696866,2023
1278,利氏羊麗魚,0.46153846153846156,3,Q2699618,2023
1279,直頜羊麗魚,1.1818181818181819,3,Q2700722,2023
1280,沼澤雙弓齒麗魚,0.0,3,Q3318156,2023
1281,美麗雙弓齒麗魚,0.0,3,Q2701126,2023
1282,銀雙弓齒麗魚,0.0,3,Q3318148,2023
1283,格氏雙弓齒麗魚,0.0,3,Q3318178,2023
1284,約氏矛非鯽,0.08333333333333333,3,Q4291324,2023
1285,利氏雨麗魚,0.6896551724137931,3,Q147188,2023
1286,馬拉威湖突背麗鯛,0.8181818181818182,3,Q2696857,2023
1287,飾妝擇麗魚,0.0,3,Q3318610,2023
1288,葉唇擇麗魚,0.0,3,Q1940806,2023
1289,伊夫林矛非鯽,0.4166666666666667,3,Q259418,2023
1290,吻溝非鯽,0.2608695652173913,3,Q2696828,2023
1291,尾紋半帶麗魚,0.05555555555555555,3,Q389994,2023
1292,尖吻半非鯽,0.13043478260869565,3,Q3007165,2023
1293,尖頭艷麗魚,0.10526315789473684,3,Q2696888,2023
1294,穆爾氏隆背麗鯛,0.2608695652173913,3,Q851053,2023
1295,異帶頰麗魚,0.2727272727272727,3,Q2700943,2023
1296,細尾頰麗魚,0.4117647058823529,3,Q3318755,2023
1297,羅氏頰麗魚,0.07692307692307693,3,Q3320369,2023
1298,大頭頰麗魚,0.375,3,Q3319062,2023
1299,淡黑鱷麗魚,0.19047619047619047,3,Q3319023,2023
1300,馬拉維蒼皮麗魚,0.0,3,Q2697623,2023
1301,全帶紋麗魚,0.0,3,Q2696956,2023
1302,克氏美色麗魚,0.2727272727272727,3,Q377752,2023
1303,馬拉威湖頰麗鯛,0.09090909090909091,3,Q2372055,2023
1304,穆氏橋麗魚,0.0,3,Q1940961,2023
1305,勞氏橋麗魚,0.0,3,Q1939871,2023
1306,屈氏突吻麗魚,0.03333333333333333,3,Q1077994,2023
1307,菲氏突吻麗魚,0.6666666666666666,3,Q1780752,2023
1308,犬齒非鯽,0.05263157894736842,3,Q138370,2023
1309,阿氏犬齒非鯽,0.5555555555555556,3,Q3318510,2023
1310,似帶小麗魚,0.0,3,Q2405079,2023
1311,大口暴麗魚,0.041666666666666664,3,Q3231389,2023
1312,黑腹暴麗魚,0.047619047619047616,3,Q2783835,2023
1313,斯氏厚唇麗魚,0.0,3,Q2701842,2023
1314,大唇孔首麗體魚,0.06666666666666667,3,Q3316977,2023
1315,小口孔首麗體魚,0.0,3,Q3316587,2023
1316,楯齒孔首麗體魚,0.0,3,Q3316964,2023
1317,靜點麗魚,0.5,3,Q2701636,2023
1318,角鱗點麗魚,0.0,3,Q3317489,2023
1319,伍氏點麗魚,0.16666666666666666,3,Q3317544,2023
1320,短薄麗鯛,0.0,3,Q2700321,2023
1321,中間薄麗鯛,0.5,3,Q3316947,2023
1322,藍頭薄麗鯛,0.0,3,Q527460,2023
1323,三線薄麗鯛,0.0,3,Q5225296,2023
1324,雜色薄麗鯛,0.07142857142857142,3,Q3316867,2023
1325,駝背帶龍占麗魚,0.06666666666666667,3,Q649775,2023
1326,叉尾帶龍占麗魚,0.0,3,Q3320119,2023
1327,側頭帶龍占麗魚,0.0,3,Q3320093,2023
1328,前眶帶龍占麗魚,0.08333333333333333,3,Q3320156,2023
1329,黑岩非鯽,0.36363636363636365,3,Q3317609,2023
1330,三尖齒岩非鯽,0.06666666666666667,3,Q3317469,2023
1331,金黃岩非鯽,0.0,3,Q610204,2023
1332,吉納岩非鯽,0.0,3,Q2701669,2023
1333,阿氏鬼麗魚,0.6206896551724138,3,Q3231375,2023
1334,深棲鬼麗魚,0.13333333333333333,3,Q2582210,2023
1335,弗氏鬼麗魚,0.3333333333333333,3,Q794342,2023
1336,細臼齒麗鯛,0.0,3,Q3317476,2023
1337,喜沙鬼麗魚,0.0,3,Q2648320,2023
1338,野鉤嘴麗魚,0.07142857142857142,3,Q3751898,2023
1339,火唇柔麗鯛,0.1111111111111111,3,Q3316356,2023
1340,下眼柔麗鯛,0.0,3,Q3317620,2023
1341,琥珀柔麗鯛,0.058823529411764705,3,Q1443221,2023
1342,亨尼氏柔麗鯛,0.0,3,Q1940186,2023
1343,約翰柔麗鯛,0.0,3,Q3317490,2023
1344,長鰭柔麗鯛,0.0,3,Q3317597,2023
1345,米洛柔麗鯛,0.15,3,Q3317670,2023
1346,斯通氏孔雀鯛,0.037037037037037035,3,Q168613,2023
1347,土耳其擬鱥,0.058823529411764705,3,Q2628763,2023
1348,紫色奈沙麗魚,0.0,3,Q3317839,2023
1349,小頭奈沙麗魚,0.35294117647058826,3,Q3318217,2023
1350,短頭奈沙麗魚,0.0,3,Q2702371,2023
1351,黑帶奈沙麗魚,0.0,3,Q3317894,2023
1352,白奈沙麗魚,0.0,3,Q3317851,2023
1353,塞倫奈沙麗魚,1.5,3,Q3317967,2023
1354,銀身大咽非鯽,0.0,3,Q3317881,2023
1355,金緣大咽非鯽,0.6153846153846154,3,Q3317897,2023
1356,布氏大咽非鯽,0.0,3,Q5260467,2023
1357,華美大咽非鯽,0.0,3,Q3317935,2023
1358,異齒大咽非鯽,0.08333333333333333,3,Q3317886,2023
1359,石爬大咽非鯽,0.1111111111111111,3,Q3753813,2023
1360,卵形大咽非鯽,0.3333333333333333,3,Q3317919,2023
1361,月尾大咽非鯽,0.0,3,Q3317905,2023
1362,眩輝大咽非鯽,0.0,3,Q3317452,2023
1363,四斑大咽非鯽,0.0,3,Q3317942,2023
1364,四點大咽非鯽,0.0,3,Q3317482,2023
1365,厚唇大咽非鯽,0.0,3,Q3317911,2023
1366,無吸盤臼齒麗鯛,0.06666666666666667,3,Q5405170,2023
1367,環紋臼齒麗鯛,0.0,3,Q5261726,2023
1368,食蟹臼齒麗鯛,0.23076923076923078,3,Q5597658,2023
1369,帶紋臼齒麗鯛,0.1,3,Q5261743,2023
1370,美麗臼齒麗鯛,0.1,3,Q5260940,2023
1371,貢氏臼齒麗鯛,0.0,3,Q5260969,2023
1372,野生臼齒麗鯛,0.06666666666666667,3,Q5394012,2023
1373,鑷齒臼齒麗鯛,0.0,3,Q2707877,2023
1374,磚紋臼齒麗鯛,0.0625,3,Q4867626,2023
1375,黑帶臼齒麗鯛,0.38461538461538464,3,Q5261778,2023
1376,東非臼齒麗鯛,0.0,3,Q5261799,2023
1377,軟身臼齒麗鯛,0.38461538461538464,3,Q5416424,2023
1378,鈍吻臼齒麗鯛,0.0,3,Q5261790,2023
1379,斜帶臼齒麗鯛,0.034482758620689655,3,Q5261399,2023
1380,圓牙臼齒麗鯛,0.0,3,Q5262282,2023
1381,大頦高身麗魚,0.5333333333333333,3,Q2702246,2023
1382,馬拉維深水鬍鯰,0.16666666666666666,3,Q3232482,2023
1383,阿祖槳鰭麗魚,0.0,3,Q3318928,2023
1384,深藍槳鰭麗魚,0.15789473684210525,3,Q3318843,2023
1385,利岡槳鰭麗魚,0.0,3,Q1941288,2023
1386,凱氏槳鰭麗魚,0.03571428571428571,3,Q3318546,2023
1387,白龍占麗魚,0.0,3,Q1093160,2023
1388,高背龍占麗魚,0.0,3,Q1093126,2023
1389,克氏龍占麗魚,0.0,3,Q1092987,2023
1390,叉龍占麗魚,0.3888888888888889,3,Q3231368,2023
1391,戈斯氏龍占麗魚,0.0,3,Q1093150,2023
1392,馬拉威湖龍占麗魚,0.0625,3,Q3318338,2023
1393,弱齒龍占麗魚,0.0,3,Q1093155,2023
1394,斯氏龍占麗魚,0.0,3,Q1151618,2023
1395,波爾柔麗鯛,0.45454545454545453,3,Q3318273,2023
1396,微齒龍占麗魚,0.0,3,Q947149,2023
1397,小口龍占麗魚,0.08333333333333333,3,Q1151599,2023
1398,小齒龍占麗魚,0.0,3,Q1151782,2023
1399,細齒龍占麗魚,0.07142857142857142,3,Q1151609,2023
1400,大眼龍占麗魚,0.07692307692307693,3,Q1151560,2023
1401,大手龍占麗魚,0.5,3,Q1151769,2023
1402,大刺龍占麗魚,0.0,3,Q1151786,2023
1403,月龍占麗魚,0.07142857142857142,3,Q1151603,2023
1404,長翅龍占麗魚,0.07692307692307693,3,Q947735,2023
1405,長手龍占麗魚,0.07692307692307693,3,Q1093539,2023
1406,金色龍占麗魚,0.0,3,Q1093134,2023
1407,銀龍占麗魚,0.17647058823529413,3,Q1093142,2023
1408,塔氏龍占麗魚,0.0,3,Q1093532,2023
1409,北方孔雀鯛,0.3157894736842105,3,Q3232337,2023
1410,奧迪孔雀鯛,0.16666666666666666,3,Q3232349,2023
1411,貝氏孔雀鯛,0.5,3,Q168625,2023
1412,短項孔雀鯛,0.07692307692307693,3,Q3232376,2023
1413,短吻孔雀鯛,0.14285714285714285,3,Q3232359,2023
1414,小鱗孔雀鯛,0.0,3,Q168632,2023
1415,馬拉維孔雀鯛,0.8,3,Q168627,2023
1416,岡氏孔雀鯛,0.0,3,Q168609,2023
1417,休氏孔雀鯛,0.1875,3,Q168603,2023
1418,雅氏孔雀鯛,0.4,3,Q168662,2023
1419,梅氏孔雀鯛,0.13793103448275862,3,Q3318933,2023
1420,康地梅氏孔雀鯛,0.15789473684210525,3,Q11063612,2023
1421,非洲孔雀鯛,0.3181818181818182,3,Q168680,2023
1422,大吻孔雀鯛,0.17647058823529413,3,Q168607,2023
1423,索氏孔雀鯛,0.3181818181818182,3,Q3232118,2023
1424,穴首孔雀鯛,0.5909090909090909,3,Q4821815,2023
1425,大口原黑麗魚,0.058823529411764705,3,Q3317484,2023
1426,貪婪原黑麗魚,0.0,3,Q3317112,2023
1427,孔原黑麗魚,0.46153846153846156,3,Q3317528,2023
1428,奇原黑麗魚,0.0,3,Q3317447,2023
1429,柯氏原黑麗魚,0.0,3,Q3317256,2023
1430,厚唇原黑麗魚,0.0,3,Q3317513,2023
1431,大齒原黑麗魚,0.0,3,Q3317557,2023
1432,緣邊原黑麗魚,0.3,3,Q3317336,2023
1433,側條原黑麗魚,0.0,3,Q3317320,2023
1434,類原黑麗魚,0.5,3,Q3317468,2023
1435,背點原黑麗魚,0.0,3,Q1940731,2023
1436,斑鰭原黑麗魚,0.0,3,Q1940653,2023
1437,三尖叉齒原黑麗魚,0.0,3,Q1940223,2023
1438,枝原黑麗魚,0.0,3,Q1940949,2023
1439,淡黑鑷麗魚,1.2413793103448276,3,Q258797,2023
1440,希薩鑷麗魚,0.038461538461538464,3,Q1386851,2023
1441,黃喉鑷麗魚,0.18181818181818182,3,Q1934095,2023
1442,弗氏鑷麗魚,0.3,3,Q630590,2023
1443,巨鑷麗魚,0.38461538461538464,3,Q2975396,2023
1444,異齒鑷麗魚,0.05263157894736842,3,Q2975189,2023
1445,紫鑷麗魚,0.25,3,Q2975236,2023
1446,淺藍鑷麗魚,0.0,3,Q2975191,2023
1447,斑尾鑷麗魚,0.0,3,Q431787,2023
1448,馬索鑷麗魚,0.0,3,Q3751882,2023
1449,本傑鑷麗魚,0.07692307692307693,3,Q3318031,2023
1450,臼齒鑷麗魚,0.26666666666666666,3,Q1934183,2023
1451,蒼白鑷麗魚,0.2222222222222222,3,Q3318169,2023
1452,希拉鑷麗魚,0.2,3,Q1934106,2023
1453,條紋鑷麗魚,0.3,3,Q3318423,2023
1454,花雀鑷麗魚,0.0,3,Q2975375,2023
1455,絨鑷麗魚,0.36363636363636365,3,Q3316064,2023
1456,似紋鑷麗魚,0.0,3,Q3318261,2023
1457,縱帶黑麗魚,0.4666666666666667,3,Q647639,2023
1458,奇普黑麗魚,0.34782608695652173,3,Q3231400,2023
1459,蒼黑麗魚,0.08333333333333333,3,Q586752,2023
1460,異黑麗魚,0.0,3,Q1186900,2023
1461,瓊黑麗魚,0.0,3,Q1187165,2023
1462,厚唇黑慈魚,0.9047619047619048,3,Q115865,2023
1463,美艷黑麗魚,0.047619047619047616,3,Q1187182,2023
1464,洛里黑麗魚,0.23809523809523808,3,Q1187176,2023
1465,黑鰭黑麗魚,0.35714285714285715,3,Q1256283,2023
1466,壯黑麗魚,0.0,3,Q1257285,2023
1467,仿黑麗魚,0.0,3,Q1256269,2023
1468,蠕黑麗魚,0.0,3,Q1257272,2023
1469,金色擬麗魚,0.08695652173913043,3,Q1383315,2023
1470,巴氏擬麗鱼,0.0,3,Q1383370,2023
1471,秀擬麗魚,0.4166666666666667,3,Q1391843,2023
1472,美擬麗魚,0.3888888888888889,3,Q138547,2023
1473,金鱗擬麗魚,0.47058823529411764,3,Q1391839,2023
1474,白斑若麗魚,0.09523809523809523,3,Q143078,2023
1475,貪食擬麗魚,0.05555555555555555,3,Q1391834,2023
1476,燦擬麗魚,0.2,3,Q1391785,2023
1477,變色擬麗魚,0.0,3,Q1442522,2023
1478,埃氏擬麗魚,0.8518518518518519,3,Q311683,2023
1479,費氏若麗魚,0.16666666666666666,3,Q3233691,2023
1480,哈氏擬麗鱼,0.0,3,Q1525368,2023
1481,異鏽色擬麗魚,0.0,3,Q135830,2023
1482,隆氏擬麗魚,0.3333333333333333,3,Q252473,2023
1483,帶斑擬麗魚,0.09523809523809523,3,Q1526141,2023
1484,暗色擬麗魚,0.0,3,Q1525336,2023
1485,馬拉威湖擬麗鱼,0.0,3,Q1526127,2023
1486,黃口擬麗魚,0.0,3,Q1526165,2023
1487,九帶尖吻慈鯛,0.0,3,Q3316953,2023
1488,橫紋擬麗魚,0.3157894736842105,3,Q28152225,2023
1489,黑若麗魚,0.7142857142857143,3,Q933561,2023
1490,青若麗魚,0.0,3,Q2369190,2023
1491,德氏若麗魚,0.6071428571428571,3,Q134373,2023
1492,長體若麗魚,0.3333333333333333,3,Q2259120,2023
1493,灰黃若麗魚,0.18181818181818182,3,Q139130,2023
1494,乳色若麗魚,0.0,3,Q2494259,2023
1495,長若麗魚,0.0,3,Q2082266,2023
1496,燈尖吻慈鯛,0.20689655172413793,3,Q3317385,2023
1497,小若麗魚,0.0,3,Q139127,2023
1498,靜尖吻慈鯛,0.0,3,Q28802723,2023
1499,全矛若麗魚,0.17647058823529413,3,Q2494276,2023
1500,紫若麗魚,0.07692307692307693,3,Q2494291,2023
1501,沙氏若麗魚,0.48,3,Q265801,2023
1502,豚眼若麗魚,0.0,3,Q2582220,2023
1503,威廉氏若麗魚,0.05555555555555555,3,Q616011,2023
1504,中斑鰍,0.13636363636363635,3,Q3316739,2023
1505,哈氏燈鱂,0.05555555555555555,3,Q3238027,2023
1506,直背假鰓鱂,0.0,3,Q2249572,2023
1507,普雷斯帕湖擬鯉,0.08333333333333333,3,Q63075,2023
1508,純黑樸麗魚,0.2857142857142857,3,Q720964,2023
1509,帕氏鱒,2.5483870967741935,3,Q141028,2023
1510,大眼雙弓齒麗魚,0.0,3,Q3318203,2023
1511,坦尚尼亞歧鬚鮠,0.034482758620689655,3,Q3317313,2023
1512,庇隆多齒鳓,0.058823529411764705,3,Q2702594,2023
1513,尤塞魮,0.0625,3,Q2012572,2023
1514,盧富金魮,0.07692307692307693,3,Q2235742,2023
1515,康果燈鱂,0.07142857142857142,3,Q2243183,2023
1516,斑點寡鱗鰕虎,0.0,3,Q2408704,2023
1517,野紅眼魚,0.2,3,Q2236087,2023
1518,卡坦氏樸麗魚,0.0,3,Q498830,2023
1519,聯合假鰓鱂,0.0,3,Q2240238,2023
1520,菲氏歧鬚鮠,0.0,3,Q3317289,2023
1521,紅尾假鰓鱂,0.08333333333333333,3,Q2240262,2023
1522,斯氏假鰓鱂,0.0,3,Q1941296,2023
1523,索馬里副沙鯰,0.1,3,Q3755235,2023
1524,納倫鰍,0.0,3,Q2713042,2023
1525,克勞迪娜魮,0.045454545454545456,3,Q2168100,2023
1526,側頭魮,0.058823529411764705,3,Q2164108,2023
1527,睛斑假鰓鱂,0.07142857142857142,3,Q1940639,2023
1528,鮑氏盤唇鱨,0.14285714285714285,3,Q259990,2023
1529,瑪麗亞魮,0.034482758620689655,3,Q135202,2023
1530,鴿鱒,0.047619047619047616,3,Q310789,2023
1531,平口突吻魚,0.125,3,Q2249339,2023
1532,西班牙祕鱂,0.22727272727272727,3,Q2415285,2023
1533,坦尚尼亞異唇鱨,0.1875,3,Q3231933,2023
1534,六輻魮,0.0625,3,Q2235651,2023
1535,星新波魚,0.10526315789473684,3,Q2235906,2023
1536,魯夸湖克奈魚,0.07692307692307693,3,Q1383386,2023
1537,斯圖爾曼鮭脂鯉,0.18181818181818182,3,Q265230,2023
1538,薩氏盤唇鱨,0.0,3,Q2891983,2023
1539,斯氏副克奈氏魚,0.06666666666666667,3,Q1383975,2023
1540,短鬚魮,3.5483870967741935,3,Q136501,2023
1541,藍太陽魚,1.36,3,Q1543413,2023
1542,特拉維夫刺鯿,0.2777777777777778,3,Q2704671,2023
1543,銀紋笛鯛,15.258064516129032,3,Q2004240,2023
1544,安哥拉異吻象鼻魚,0.06666666666666667,3,Q5933507,2023
1545,四塊魮,0.06666666666666667,3,Q2342569,2023
1546,新耙波拉魚,0.19230769230769232,3,Q1851568,2023
1547,尾點鱨,0.0,3,Q3758565,2023
1548,藍鰓太陽魚,19.70967741935484,3,Q1148148,2023
1549,尖頭魮,0.05263157894736842,3,Q2235752,2023
1550,佩金氏魮,0.2857142857142857,3,Q2185238,2023
1551,魯氏克奈魚,0.0625,3,Q5302301,2023
1552,大口黑鱸,22.741935483870968,3,Q755105,2023
1553,小眼副克奈氏魚,0.11764705882352941,3,Q5302295,2023
1554,白緣假鰓鱂,0.0,3,Q2236626,2023
1555,摩氏刺鰍,0.08695652173913043,3,Q1940370,2023
1556,李利突吻魚,0.35714285714285715,3,Q2236212,2023
1557,刺新波魚,0.06666666666666667,3,Q2235854,2023
1558,洛夫里奇氏魮,0.09090909090909091,3,Q2235720,2023
1559,利多口孵非鯽,0.3333333333333333,3,Q1956228,2023
1560,河溪新波魚,0.08333333333333333,3,Q1946191,2023
1561,珀西瓦野鯪,0.06666666666666667,3,Q927164,2023
1562,貢氏假鰓鱂,0.0,3,Q2670335,2023
1563,背眼湖棲花鱂,0.0,3,Q1941363,2023
1564,褐紋假鰓鱂,0.35,3,Q2236573,2023
1565,路氏假鰓鱂,0.0,3,Q641856,2023
1566,曼氏歧鬚鮠,0.0,3,Q3317327,2023
1567,地中海鰍,0.125,3,Q3316407,2023
1568,口孵雀麗魚,0.12,3,Q3525606,2023
1569,細鼻長頜魚,0.05555555555555555,3,Q1383341,2023
1570,卡朗口孵非鯽,0.03225806451612903,3,Q2236249,2023
1571,岩棲耀鯰,0.07692307692307693,3,Q3757201,2023
1572,雙生假鰓鱂,0.08695652173913043,3,Q2236663,2023
1573,坦噶紋鮭脂鯉,0.1111111111111111,3,Q3316940,2023
1574,烏魯克奈魚,0.07142857142857142,3,Q5457368,2023
1575,盧卡魮,0.125,3,Q2067467,2023
1576,桑給巴爾歧鬚鮠,0.0,3,Q3756264,2023
1577,鮄形野鯪,0.07692307692307693,3,Q1846940,2023
1578,飾帶小鮭脂鯉,0.46153846153846156,3,Q3752790,2023
1579,盧安達突吻魚,0.0625,3,Q2235764,2023
1580,坦噶尼喀魮,0.24,3,Q2698663,2023
1581,南方侏儒海馬,0.0,3,Q1383380,2023
1582,黃唇魚,21.0,3,Q703327,2023
1583,青石斑魚,5.483870967741935,3,Q672389,2023
1584,斜帶石斑魚,0.5862068965517241,3,Q2071447,2023
1585,瑪拉巴石斑魚,3.129032258064516,3,Q1824230,2023
1586,清水石斑魚,2.5483870967741935,3,Q950421,2023
1587,美麗突額隆頭魚,3.4193548387096775,3,Q601000,2023
1588,斯庫台軟口魚,1.1428571428571428,3,Q142947,2023
1589,亞德里雅羅魚,1.2,3,Q1291024,2023
1590,弗氏妊麗魚,0.05555555555555555,3,Q1755013,2023
1591,纏擬鱥,0.06666666666666667,3,Q2235987,2023
1592,管臀魚,0.3157894736842105,3,Q781426,2023
1593,微紅擬鱥,0.09090909090909091,3,Q2236014,2023
1594,比氏鰍,0.05263157894736842,3,Q868113,2023
1595,馬克頓鱒,,,Q206148,
1596,錫莫三列麗鯛,0.16,3,Q1315892,2023
1597,雙線鰍,0.20833333333333334,3,Q1400757,2023
1598,土耳其軟口魚,0.2857142857142857,3,Q2235893,2023
1599,洛特氏魮,0.03571428571428571,3,Q2190231,2023
1600,錢特氏魮,0.03333333333333333,3,Q2212940,2023
1601,敘利亞歐白魚,0.14285714285714285,3,Q553328,2023
1602,三列麗鯛,0.30434782608695654,3,Q1946107,2023
1603,奧赫里德湖鱒,0.38095238095238093,3,Q310784,2023
1604,南斯拉夫雅羅魚,0.0625,3,Q901354,2023
1605,捷鰍,0.11764705882352941,3,Q3319004,2023
1606,阿爾巴尼亞油白魚,0.0,3,Q580966,2023
1607,希臘西鯡,0.10526315789473684,3,Q1498503,2023
1608,半帶雅羅魚,0.2727272727272727,3,Q859816,2023
1609,三帶項鰭魚,1.6666666666666667,3,Q709794,2023
1610,吻鱥,0.07692307692307693,3,Q2178257,2023
1611,暗色鰟鮍,0.32,3,Q3270295,2023
